tweets,label
@pemkotdepok mohon informasinya apakah benar di kec panmas ada vaksinasi untuk umum termasuk usia 18th keatas? Dlm rangka hut bayangkari?,1
keseeel banget!! abis vaksinasi napsu makan hilang😭 mulutpun menolak untuk mengunyah,0
"Kapolres Metro Jakarta Selatan KBP. Azis Andriansyah S.H., S.I.K., M.Hum didampingi para Kapolsek menghadiri undangan Rapat Evaluasi PPKM dan Vaksinasi Keluarga ASN . Pada hari Kamis tanggal 17 Juni 2021 Pukul 08.30 Wib. Bertempat dikantor Walikota Jakarta Selatan. https://t.co/lYjEEeSyoY",1
"Dukung Program Presiden Jokowi 1 Juta Vaksinasi 1 Hari, Polres Lumajang Gelar Vaksinasi Covid-19 Secara Massal https://t.co/m7CIV0cEC1",1
Buat teman-teman yang masih bingung gimana cara daftar vaksin??  Gampang loh guys... Bisa lewat aplikasi JAKI atau web https://t.co/T83pu7mfd8  Yuk daftar langsung! https://t.co/8D9Pbr65J0,1
@infobdg kalo update seputar info vaksinasi umum buat usia 18 th keatas liatnya dimana ya min?,1
Satuan Brimob Polda Gorontalo Laksanakan Vaksinasi Gratis https://t.co/IJZoEqqP4G,1
Pidie Perketat Tracking Dan Vaksinasi Untuk Keluar Dari Zona Merah https://t.co/6LPHJD0fMU via @pujatvaceh,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/obVBU4MzjY., meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, https://t.co/5VeE4pjeUt",1
Pengusaha Siap Dukung Program Vaksinasi Nasional https://t.co/XcSRYkGb8b,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat   KUDUS-- Panglima TNI Marsekal Hadi Tjahjanto bersama Kapolri Jenderal Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, https://t.co/aEeAK6y51p",1
"VAKSINASI MASSAL DALAM RANGKA HARI BHAYANGKARA KE-75 TAHUN 2021 POLRES MAGETAN  Dalam rangka memperingati HUT Bhayangkara ke-75, Polres Magetan menggelar kegiatan Vaksinasi Covid-19 massal. Kegiatan ini dilaksanakan di Gedung Pesat Gatra Polres Magetan.  #VaksinasiCovid19 https://t.co/DjnNPoTx7t",1
"Presiden Programkan 1 Juta Orang Sehari, Panglima dan Kapolri Tinjau Vaksinasi di Bandung https://t.co/7uNlIKwm2l",1
Grab Hadirkan Pusat Vaksinasi Ramah Penyandang Disabilitas di Yogyakarta https://t.co/AmfdUMqVw5 https://t.co/uT0wR7S28B,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/CaiEV6Ic21., meninjau langsung pelaksanaan vaksinasi terhadap https://t.co/R58K0VE8Qh",1
"Dukung Program Presiden Jokowi 1 Juta Vaksinasi 1 Hari, Polres Lumajang Gelar Vaksinasi Covid-19 Secara Massal https://t.co/0mktH6sbDn",1
"@mbaadnin Udah waktunya puskesmas2 di Bandung buka vaksinasi buat 18+, yang muda2 jg ingin terlindungi karna risikonya tua muda sama aja🥺 Ngeri bgt tiap liat vaksinasi massal ngebludak gitu, meski daftar online pun tetep aja pada akhirnya yg on the spot dluan yg dapet.",0
"dikantor gw udah ada Vaksinasi gratis,  tapi masih ada orang yang gak mau dengan alasan: tunggu Sinovac aja.  ((((ADAAAA)))) dikira presiden bisa milih. https://t.co/OT4HwWomsf",0
"Presiden @jokowi tinjau langsung pelaksanaan vaksinasi Covid-19 massal bagi pelaku sektor jasa keuangan yang digelar di Tennis Indoor Senayan, Jakarta, Rabu, 16 Juni 2021.  #indonesiabebascovid19 https://t.co/fJgFibHrR8 https://t.co/8F09JWfYHq",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/CaiEV6Ic21., meninjau langsung pelaksanaan vaksinasi terhadap https://t.co/SpAuLZLJTS",1
"Sekali lagi, TTS merupakan kondisi yang sangat langka. Bahkan COVID-19 pun dapat mengakibatkan trombositopenia yang menjadi lampu merah risiko perburukan hingga kematian. Sedemikian hinga, jangan menghindari vaksinasi karena mengkhawatirkan efek samping.",0
Hal ini juga selaras dengan rekomendasi PAPDI terhadap penggunaan vaksin AstraZeneca (https://t.co/HkavVNH8Oo).,1
WHO telah membuat pedoman sementara (https://t.co/nR2IU6232E) untuk diagnosis dan tatalaksana kasus sindrom trombosis dengan trombositopenia pasca vaksinasi COVID-19 dengan vaksin vektor adenovirus.,1
"Vaksinasi juga diharapkan mengurangi jumlah penderita COVID-19 yang harus sampai memerlukan perawatan di rumah sakit, mengurangi risiko infeksi, hingga mencegah penularan COVID-19 di tataran rumah tangga.",1
"Vaksin AstraZeneca seperti vaksin COVID-19 lainnya, diharapkan dapat mengurangi angka kematian oleh COVID-19. Karena saat ini, satu-satunya metode mengurangi risiko kematian pada kasus COVID-19 adalah dengan vaksinasi.",1
"AZD-1222 merupakan vaksin berjenis vektor viral yang menggunakan virus lain untuk mendapatkan efek vaksinasi pada penerima. Ini berbeda jenis lainnya, misalnya Sinovac yang menggunakan virus yang tak teraktivitas, atau lebih sering dikatakan virus yang sudah ""dimatikan.""",1
"Kasus COVID-19 menanjak dengan cepat di pelbagai belahan dunia, terutama dengan munculnya varian baru yang lebih menular. Hal ini membuat program vaksinasi diupayakan berjalan lebih cepat lagi. Mengapa demikian?",0
"Wakapolda Sumsel Brigjen Pol Rudi Setiawan, S.I.K., S.H.,M.H meninjau pelaksanaan Vaksinasi massal, Kamis (17/6) bertempat di rumah sakit Rivai Abdullah jln. Sungai Kundur Kel.Mariana kecamatan Mariana kab. Banyuasin. https://t.co/4Ylds3v9Ch",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/CaiEV6Ic21., meninjau langsung pelaksanaan vaksinasi terhadap https://t.co/5QYmuQKkpc",1
Vaksinasi masal Desa Batubulan menuju kekebalan komunal #VaksinasiNasional  #VaksinasiCovid19  #vaksinmelindunginegeri  @jokowi  @halimiskandarnu  @taufikmadjid71 @yusradaridesa  @malik_haramain  @bangsispusdatin  @tppkemendes  @TPPBali  @EfendiMashor  @Ki_Mangku https://t.co/eV1BSGpaqC,1
Vaksinasi COVID-19 di Lingkungan BBWS Serayu Opak https://t.co/oJaonjOIvu,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/CaiEV6Ic21., meninjau langsung pelaksanaan vaksinasi terhadap https://t.co/Hj6mlOiQPU",1
Puluhan PKL di Wilayah PPP Mayangan Mendapat Vaksinasi Covid-19 https://t.co/3em5O8D9F6,1
@ernestprakasa Padahal jakarta sdh lebih dulu vaksinasi   kok bisa gini?,0
@Khairykj Percepatkan proses vaksinasi tu yb.,1
"Mlati -- Babinsa Sendangadi Koramil 12/Mlati Serka Nuralim bersama Bhabinkamtibmas melaksanakan monitoring vaksinasi Astrazeneca tahap 1 kepada 200 orang Lansia oleh Puskesmas Mlati 1 bertempat di Pendopo Kalurahan Sendangadi, Kapanewon Mlati, Kamis (17/06/21). https://t.co/mxK8lfVXEd",1
"Yang Mulia Presiden, ayolah percepat vaksinasi @jokowi https://t.co/b7AWyXv5gr",1
"Pelaksanaan vaksinasi covid-19 secara massal bagi warga lanjut usia (lansia), guru, dan pelayanan publik, di Pringsewu mencapai 296 orang pada hari ketiga. #vaksincovid #vaksincovid19 #Vaksinaslansia #lansia #lampostco https://t.co/K9NIYCQwM1",1
"Vaksinasi Lansia di Bali Nyaris Rampung, Sudah 93 Persen https://t.co/SvA6bR0spu",1
"Bogor, https://t.co/wKgHpxyppM - Presiden Joko Widodo meminta agar vaksinasi di tempat dengan mobilitas dan interaksi tinggi dipercepat. Tempat-tempat publik seperti stasiun kereta api, terminal bus, bandara, hingga pelabuhan harus menjadi prioritas.  https://t.co/rO8cw0QlxG https://t.co/abTeTFbvUG",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat   KUDUS-- Panglima TNI Marsekal Hadi Tjahjanto bersama Kapolri Jenderal Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah. https://t.co/txdb960rS5",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/PyrKvgTEJ8., meninjau langsung pelaksanaan vaksinasi https://t.co/sIk7yBAXwI",1
"Tinjau Vaksinasi di Bandung, Panglima dan Kapolri Berharap Program Vaksinasi Presiden 1 Juta 1 Hari Tercapai  https://t.co/gX6SJfkUQj",1
"Presiden @jokowi meminta agar vaksinasi di tempat dengan mobilitas dan interaksi tinggi dipercepat. Tempat-tempat publik seperti stasiun kereta api, terminal bus, bandara, hingga pelabuhan harus menjadi prioritas. #indonesiabebascovid19 https://t.co/lZl5jytSbX https://t.co/CItigc8sJe",1
Vaksinasi massal ini merupakan upaya pemerintah dalam menangani penyebaran Covid-19. https://t.co/n0ZlBVHNAC,1
Apa susahnya si bikin vaksinasi Drive thru motor...  Kan lbh aman daripada kudu nyediain lapangan parkir plis atur kerumunan segambreng gambreng..  Asu asu emang pemerintah,0
"Oleh itu, sama-sama kita mematuhi SOP yang ditetapkan oleh kerajaan dan sentiasa berada di rumah. Yang paling penting, jangan lupa sama-sama untuk daftar vaksinasi supaya kita mencapai herd immunity dan kes akan jadi kurang. :)  #MenangBersama #LindungiDiriLindungiSemua",
"Kementerian Kerja Raya mengumumkan 40,000 pekerja dalam sektor pembinaan akan diberikan vaksin pada harga subsidi RM90 setiap orang. Menteri Kerja Raya Fadillah Yusof berkata, program vaksinasi yang diselaraskan oleh Lembaga Pembangunan Industri… https://t.co/jIZiOw5SFc",
Ratusan Pengemudi Ojek Online Kota Malang Mendapat Vaksinasi di RS Husada Bunda https://t.co/lbaUOIFM5b https://t.co/B7mpxwkR5V,1
"Kopda Agung Leksono Babinsa Kel.Ngembatpadas bersama Wakapolsek Iptu Sucipto melaksanakan giat pengamanan dan pemantauan Vaksinasi kepada Lansia bertempat di aula balai DS.Jatibatur, yang dilaksanakan oleh petugas kesehatan dari Puskesmas Gemolong. https://t.co/OM4uM3ICIb",1
"Mcm mana nak bantu pulihkan ekonomi. Kalian jugak yg uruskan hal vaksinasi. Dah daftar awal pun takdapat, berebut haritu pun takdapat. https://t.co/gGrDkAKjrr",
"Tak semua orang memiliki keberanian untuk mendapatkan vaksin. Maka dari itu, berikut adalah beberapa cara untuk menenangkan saraf sebelum vaksinasi!  #ingatpesanibu, #sudahdivaksintetap3m #vaksinmelindungikitasemua #ingatpesanibu https://t.co/NNRJZJUwOH",0
"@bangzul_ntb Halo bang, apakah belum ada rencana untuk NTB vaksinasi masal? Sepertinya tidak usah menunggu atau bergantung dengan vaksin buatan lokal, karena covid juga tidak menunggu.",0
Presiden Jokowi Minta Vaksinasi Massal Dipercepat https://t.co/TQ02rPGfAR lewat @cendananews,1
542 Warga Kelurahan Rorotan Jalani Vaksinasi Dinamis Covid-19   https://t.co/RpbaLcmkB1 lewat @tribunnews,1
"Selama dua hari ke depan ada 1.500 orang dari pengguna KRL, kelompok pekerja layanan publik, dan masyarakat sekitar yang akan mengikuti kegiatan vaksinasi tersebut. |8  #vaksinamandanhalal #IndonesiaBangkit  #kaicommuter",1
"Dengan adanya vaksinasi di stasiun dan lingkungannya, Presiden berharap seluruh pihak dan masyarakat bisa segera terlindungi dari Covid-19. |7",1
"Saat meninjau pelaksanaan vaksinasi, Presiden tiba di Stasiun Bogor sekitar pukul 08.06 WIB. Presiden tampak didampingi oleh Menteri Kesehatan Budi Gunadi Sadikin, Gubernur Jawa Barat Ridwan Kamil, Wali Kota Bogor Bima Arya, dan Direktur Utama PT KAI Didiek Hartantyo. |4",1
"Hal tersebut disampaikan Presiden Joko Widodo dalam keterangannya selepas meninjau pelaksanaan vaksinasi di Stasiun Bogor, Kota Bogor, Jawa Barat, pada Kamis, 17 Juni 2021. |2 https://t.co/vZ93V6NWDO",1
"Pemerintah Percepat Vaksinasi di Tempat dgn Mobilitas  Interaksi Tinggi  Presiden Joko Widodo meminta agar vaksinasi di tempat dgn mobilitas  interaksi tinggi dipercepat. Tempat-tempat publik seperti Sta. KA, terminal bus, bandara, hingga pelabuhan harus menjadi prioritas. |1 https://t.co/jY0UXGLoMv",1
"""Bila kami bisa melakukan rata-rata per hari 100.000 vaksinasi, maka insya Allah akhir Agustus kami bisa memvaksin seluruh orang dewasa di Jakarta."" https://t.co/xNaHo8a2li",1
Rumah Sakit Permata Jonggol Jadi Tuan Rumah Pelaksanaan Vaksinasi Massal https://t.co/DmWPE8AdYv,1
"Grab Luncurkan Pusat Vaksinasi Ramah Penyandang Disabilitas di Yogyakarta, https://t.co/7YFnsSKLrB via @kompascom #Regional #TopReport #ZEAL",1
#TVRINews Vaksinasi Massal di Pasar Spare Part Jambi Sasar 200 Pedagang  https://t.co/hmNBBMI3HO,1
"Serentak, Seluruh Puskesmas di Indramayu Lakukan Vaksinasi https://t.co/sGHYuHAZCJ https://t.co/e3nMV8KPze",1
"kata gue olimpiade tahun ini mending diundur/dibatalin ajasi. masalahnya udah banyak banget dari sistem vaksinasi jepang yang menurut gue aneh bagi negara semaju jepang, sampe persentase warga jepang yang nentang olimpiade ini sampe nyentuh angka 82%. gila.",0
"Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/vv3rjlTj3x., meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, Kamis (17/6/2021). https://t.co/dAMxqPUIg1",1
"11 Tenda Roboh, Vaksinasi Covid-19 di Bandung Dipindah ke Dalam Ruangan GBLA https://t.co/dN7hv9kthB",0
"Setelah kematian warga berusia 52 tahun, Pemerintah Australia kini hanya memperbolehkan warga di atas 60 tahun yang boleh mendapat vaksinasi AstraZeneca. https://t.co/ljFOM5R4Ij",0
"Warga Kecamatan Pancoran, Jakarta Selatan, yang ingin menerima vaksinasi Covid-19, bisa langsung mendatangi sejumlah sentra vaksinasi. Sentra vaksinasi tersebut diantaranya berada di SMA Perguruan ""Cikini"", GOR Pengadegan, Gedung Smesco, puskesmas dan rumah sakit kecamatan. https://t.co/Pa1wFD6Ir6",1
Presiden Jokowi Minta Vaksinasi Massal Dipercepat https://t.co/3xckeiz7Sv,1
"@ta_lantas Kapolres Tulungagung AKBP Handono Subiakto, SH, SIK, MH  Bersama Ketua Bhayangkari Cabang Tulungagung Meninjau Pelaksanaan Vaksinasi  Massal Untuk Anggota Polri, PNS Polri, Bhayangkari, Purna Polri dan Warakawuri Bertempat di RS Bhayangkara Tulungagung.",1
"Kapolres Tulungagung AKBP Handono Subiakto, SH, SIK, MH  Bersama Ketua Bhayangkari Cabang Tulungagung Meninjau Pelaksanaan Vaksinasi  Massal Untuk Anggota Polri, PNS Polri, Bhayangkari, Purna Polri dan Warakawuri Bertempat di RS Bhayangkara Tulungagung. https://t.co/YD03i8wjYX",1
"@PemkotJogja Baik terima kasih... Mohon informasi yang tersebar di medsos atau rumah sakit penyelenggara vaksinasi untuk lebih lengkap lagi dan jelas. Misalkan bagi mahasiswa, pra kerja, korban PHK, pengangguran pemberian vaksin COVID 19 akan dilaksanakan bulan Juli 2021.",1
Check out a great #article Kadiskes Riau Pastikan 2 Warga Inhu dan Rohul yang Meninggal Usai Vaksinasi Bukan karena Vaksin https://t.co/heLB62iFRv,0
"Tinjau Vaksinasi 1.300 Karyawan Tekstil Kapolri Minta Tracing dan Testing Diperkuat   Panglima TNI Marsekal Hadi Tjahjanto bersama Kapolri Jenderal Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus Jawa Tengah, Kamis 17/6/2021 . https://t.co/B5X7vER7GG",1
Menerima Kunjungan kerja Kapolri dalam rangka Peninjauan Pelaksanaan Vaksin di Wilayah LANUMAD  A. Yani (Bandara Lama).  Asistensi Kunjungan kerja Kapolri dalam rangka Peninjauan Pelaksanaan Vaksin di Wilkum Polres Kudus Di PT. Pura Barutama kegiatan vaksinasi Kab Kudus. https://t.co/HhZGovW3zi,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat   KUDUS-- Panglima TNI Marsekal Hadi Tjahjanto bersama Kapolri Jenderal Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, Kamis. https://t.co/v5ksoRl0vj",1
"@ta_lantas Kapolres Tulungagung AKBP Handono Subiakto, SH, SIK, MH  Bersama Ketua Bhayangkari Cabang Tulungagung Meninjau Pelaksanaan Vaksinasi  Massal Untuk Anggota Polri, PNS Polri, Bhayangkari, Purna Polri dan Warakawuri Bertempat di RS Bhayangkara Tulungagung.",1
BPJS Kesehatan Tanggung Biaya Efek Samping Akibat Vaksinasi Covid-19 https://t.co/ApoXdI10mA via @pujatvaceh,1
Benarkah Vaksinasi COVID-19 Bisa Menimbulkan Varian Virus Baru? Berikut Faktanya! https://t.co/wO93EZyZAN,0
"Kapolres Tulungagung AKBP Handono Subiakto, SH, SIK, MH  Bersama Ketua Bhayangkari Cabang Tulungagung Meninjau Pelaksanaan Vaksinasi  Massal Untuk Anggota Polri, PNS Polri, Bhayangkari, Purna Polri dan Warakawuri Bertempat di RS Bhayangkara Tulungagung. https://t.co/UrxCN4j6nP https://t.co/qOVrv81Kc8",1
"Jajaran Lembaga Pemasyarakatan Kelas IIA Bulukumba mengikuti kegiatan Vaksinasi Covid-19 Tahap Kedua yang berlangsung di Aula SMP Negeri 1 Bulukumba, Kamis (17 Juni 2021) https://t.co/kumWtfJAcC",1
"Gua dah kayak petugas vaksinasi, kasih info ttg vaksin sama orang2 yg mampir dilapak 😁 Habisnya, masih banyak yg gak dapat info. Supaya pada vaksin, bisa sehat bareng, herd immunity bisa segera terwujud 🙏",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi https://t.co/lfWnvN6q4j",1
@humasrespwr Mantap ayo ikut vaksinasi,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat   KUDUS-- Panglima TNI Marsekal Hadi Tjahjanto bersama Kapolri Jenderal Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di... https://t.co/eHodfH4oFk https://t.co/CdQ4JSgCUY",1
"@ta_lantas Kapolres Tulungagung AKBP Handono Subiakto, SH, SIK, MH  Bersama Ketua Bhayangkari Cabang Tulungagung Meninjau Pelaksanaan Vaksinasi  Massal Untuk Anggota Polri, PNS Polri, Bhayangkari, Purna Polri dan Warakawuri Bertempat di RS Bhayangkara Tulungagung.",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat   KUDUS-- Panglima TNI Marsekal Hadi Tjahjanto bersama Kapolri Jenderal Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan .... https://t.co/XhayLw0xiA https://t.co/2FZCwNik6k",1
"Kapolres Tulungagung AKBP Handono Subiakto, SH, SIK, MH  Bersama Ketua Bhayangkari Cabang Tulungagung Meninjau Pelaksanaan Vaksinasi  Massal Untuk Anggota Polri, PNS Polri, Bhayangkari, Purna Polri dan Warakawuri Bertempat di RS Bhayangkara Tulungagung. https://t.co/vsTw5Fo2Nj https://t.co/zz4mpzzkAa",1
Jangan Takut Vaksinasi #polripresisi  #VaksinasiNasional https://t.co/9qgQySiVrn,1
"Vaksinasi tujuannya biar tubuh bisa membuat antibodi spesifik terhadap penyakit yang divaksin. Biar melindungi tubuh kita dari sakit parah atau kematian karena penyakit tersebut. Gak divaksin ya tubuh terpaksa harus bikin antibodi dengan cara lain, dengan sakit terlebih dahulu.😢 https://t.co/B8wIHqTrxm",1
Kapolri Jenderal Listyo Sigit Prabowo berharap masyarakat mendatangi sentra-sentra vaksinasi COVID-19. #JenderalListyoSigitPrabowo https://t.co/FXjT5hnzXa,1
Belum nanti setelah vaksinasi hiyaa.. https://t.co/SbQqsTkHSr,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil Kapolri Minta Tracing dan Testing Diperkuat   Panglima TNI Marsekal Hadi Tjahjanto bersama Kapolri Jenderal Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus Jawa Tengah, Kamis 17/6/2021 https://t.co/b96i5Y07SL",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat https://t.co/SmdiLq8Pew",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat https://t.co/YhiDGLzWLm",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat https://t.co/luoxkyZHxz",1
"@ta_lantas Kapolres Tulungagung AKBP Handono Subiakto, SH, SIK, MH  Bersama Ketua Bhayangkari Cabang Tulungagung Meninjau Pelaksanaan Vaksinasi  Massal Untuk Anggota Polri, PNS Polri, Bhayangkari, Purna Polri dan Warakawuri Bertempat di RS Bhayangkara Tulungagung.",1
Guru SMK Nurul Islam Cianjur Jalani Vaksinasi Tahap Pertama https://t.co/k0ACJtde8h,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat https://t.co/ksoaI79zOo",1
"Kapolres Tulungagung AKBP Handono Subiakto, SH, SIK, MH  Bersama Ketua Bhayangkari Cabang Tulungagung Meninjau Pelaksanaan Vaksinasi  Massal Untuk Anggota Polri, PNS Polri, Bhayangkari, Purna Polri dan Warakawuri Bertempat di RS Bhayangkara Tulungagung. https://t.co/rmveMdqz9B https://t.co/iA8QltN8gv",1
"""Klinik yang kami bangun ini punya fasilitas yang lengkap"" ▪︎ ❤ @agnezmo 🙏  Agnez Mo Buat Klinik Khusus Vaksinasi dan Penyembuhan Covid-19 - ShowBiz https://t.co/qQeN7cCekT https://t.co/DwqomY55IV",1
Bahbinkamtibmas Tahai Jaya Tumbuhkan Kesadaran Masyarakat Untuk Mengikuti Kegiatan Vaksinasi Covid – 19 https://t.co/10v5m9gobh,1
"@yoyen Di Denmark udah sejak Senin kemarin, 14 Juni, aturan pake masker di tempat umum dicabut. Tapi ttp, aku musti covid test 2x seminggu karena sekolah, dan suami 1x seminggu di tmpt kerjanya. Yg dpt giliran vaksinasi skr kelahiran 79.",0
"Vaksinasi dikonsentrasi pada 1 tempat itu goblog sih. Ya oke kalo cuma sekelurahan, lha kalo 1 kota? Kenapa ga dipecah beberapa titik sih?",0
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat https://t.co/TcJ9SSAs39",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil Kapolri Minta Tracing dan Testing Diperkuat   Panglima TNI Marsekal Hadi Tjahjanto bersama Kapolri Jenderal Listyo Sigit Prabowo meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus Jawa Tengah, Kamis 17/6/2021 https://t.co/juZUkuOJ7n",1
Panglima TNI : Strategi TNI-Polri Percepat Vaksinasi Nasional https://t.co/8fQ5ghY7D4,1
Panglima TNI : Strategi TNI-Polri Percepat Vaksinasi Nasional https://t.co/u9G29GG36e,1
WUJUDKAN MASYARAKAT YANG SEHAT DAN PRODUKTIF DENGAN VAKSINASI COVID-19  #polresblitarkota #humaspolresblitarkota @yuhese https://t.co/fD3lBg73Hh,1
"JOHOR BAHRU, 17 Jun - Program #InfoOnWheels @japenjohorbahru  Kempen Kesedaran Daftar Vaksinasi COVID-19 sekitar Skudai.  Lokasi tumpuan adalah: 📍 Tmn Bukit Impian  📍 Tmn Sri Pulai Perdana  📍 Bandar Pulai Jaya  📍 Kg Nesa 📍 Tmn Laman Setia   #JabatanPenerangan #Jauharku https://t.co/GmkiyTOpMi",
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat   https://t.co/p6RIYS75F0 https://t.co/r74HVWsu97",1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI bersama Kapolri, meninjau langsung pelaksanaan vaksinasi terhadap 1.300 karyawan tekstil di Kudus, Jawa Tengah, Kamis (17/6/2021). https://t.co/m3GIRoTqXr",1
"11 Tenda Dipastikan Roboh, Vaksinasi Covid-19 Dipindah ke dalam GBLA https://t.co/3JLM6LXP36",0
"Hujan Deras, Tenda Vaksinasi Massal di Stadion GBLA Bandung Ambruk https://t.co/DR7x2QsSkg",0
Kapolri Ajak Masyarakat Datangi Sentra Vaksinasi Covid-19 Kabupaten/Kota https://t.co/5KRfvMALip,1
"@txtttformiau buat daftar mbak, saya sudah dpt slot di rsud keb lama jumat depan. Masuk ke daftar vaksinasi. Ikutin langkah2nya ya, aku share ini ssnya. https://t.co/fTrUag5ClY",1
"Tinjau Vaksinasi di Bandung, Ini Harapan Panglima dan Kapolri https://t.co/aFT0Qb1laE",1
"Capaian cakupan vaksinasi Covid-19 di Provinsi Kalimantan Barat terbilang rendah. Guna mempercepat capaiannya, Satgas Covid-19 Provinsi Kalimantan Barat, menggelar vaksinasi massal https://t.co/5iWRlGLUuu",0
Pencegahan covid-19 VAKSINASI DI BALE DESA WONOSIGRO https://t.co/RCvvjfWiwO,1
"Tinjau Vaksinasi 1.300 Karyawan Tekstil, Kapolri Minta Tracing dan Testing Diperkuat  Panglima TNI Marsekal TNI Dr. (H.C) Hadi Tjahjanto, S.I.P., bersama Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/Siew9BQAw8., meninjau langsung pelaksanaan vaksinasi terhadap https://t.co/rAhHFVOyny",1
"Supermarket, Indomaret  alfamart seputar Legenda Malaka kehabisan YOUC1000 botol kaca 🙃 efek seminggu ini pemerintah adakan vaksinasi masal di temenggung, mega mall kali ya?? Untung nemu di toko klontong biasa.",1
Panglima Dan Kapolri Berharap Program Vaksinasi Presiden 1 Juta 1 Hari Tercapai https://t.co/vkL1lsEAmq,1
"Vaksin Nusantara Disebut Bisa Kalahkan Covid-19 Varian Delta, Terawan: Gampang Sekali #VaksinNusantara #VaksinasiNasional #VaksinasiCovid19 #vaksinasi  https://t.co/P2AqNhW6ms",1
