tweets,sentiment
"['lawan', 'covid', 'ribu', 'usaha', 'gelar', 'vaksinasi', 'gotong', 'royong']",1.0
"['gelar', 'vaksinasi', 'titik', 'dukung', 'program', 'juta', 'dosis']",1.0
"['xl', 'axiata', 'tbk', 'xl', 'axiata', 'tahap', 'vaksinasi', 'karyawan']",1.0
"['tinjau', 'vaksinasi', 'harap', 'program', 'vaksinasi', 'juta', 'capai', 'jenderal', 'sigit', 'menteri', 'kesehtan', 'budi', 'gunadi', 'sadikin', 'tinjau', 'vaksinasi', 'stadion', 'bdg']",1.0
"['vaksinasi', 'pos', 'limit', 'ktp', 'gak', 'daftar', 'either', 'ktp', 'pntg', 'diusahain', 'vaksinasi', 'shoot', 'shoot', 'mudah', 'ckup', 'warga', 'vaksin', 'sesuai', 'jatah', 'gak', 'overdosis', 'pntg', 'disosialisasiin']",1.0
"['tinjau', 'laksana', 'vaksinasi', 'massal']",1.0
"['nama', 'jalur', 'nambo', 'terima', 'kasih', 'sempat', 'moga', 'sehat', 'jumpa', 'vaksinasi', 'tahap']",1.0
"['giat', 'vaksinasi', 'ada']",1.0
"['komunitas', 'jalur', 'nambo', 'batas', 'undang', 'vaksinasi', 'covid', 'commuter', 'indonesia', 'kci', 'program', 'cepat', 'vaksinasi', 'guna', 'transportasi', 'bas', 'krl']",1.0
"['informasi', 'panmas', 'vaksinasi', 'usia', 'atas', 'rangka', 'hut', 'bayangkari']",0.0
"['keseeel', 'banget', 'abis', 'vaksinasi', 'napsu', 'makan', 'hilang', 'mulut', 'tolak', 'kunyah']",1.0
"['kapolres', 'metro', 'jakarta', 'selatan', 'damping', 'hadir', 'undang', 'rapat', 'evaluasi', 'ppkm', 'vaksinasi', 'keluarga', 'tanggal', 'wib', 'tempat', 'kantor', 'walikota', 'jakarta', 'selatan']",1.0
"['dukung', 'program', 'juta', 'vaksinasi', 'lumajang', 'gelar', 'vaksinasi', 'covid', 'massal']",1.0
"['teman', 'teman', 'bingung', 'daftar', 'vaksin', 'gampang', 'aplikasi', 'jaki', 'web', 'daftar']",1.0
"['putar', 'info', 'vaksinasi', 'usia', 'atas', 'liat']",0.0
"['satu', 'brimob', 'laksana', 'vaksinasi', 'gratis']",1.0
"['pidie', 'ketat', 'tracking', 'vaksinasi', 'zona', 'merah', 'via']",1.0
"['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'jenderal', 'sigit', 'tinjau', 'laksana', 'vaksinasi', 'karyawan', 'tekstil', 'jawa']",1.0
"['usaha', 'dukung', 'program', 'vaksinasi', 'nasional']",1.0
"['program', 'juta', 'hari', 'tinjau', 'vaksinasi']",1.0
"['grab', 'hadir', 'pusat', 'vaksinasi', 'ramah', 'sandang', 'disabilitas', 'yogyakarta']",1.0
"['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'tracing', 'testing', 'kuat', 'jenderal', 'sigit', 'tinjau', 'laksana', 'vaksinasi']",1.0
"['buka', 'vaksinasi', 'muda', 'lindung', 'karna', 'risiko', 'tua', 'muda', 'ngeri', 'liat', 'vaksinasi', 'massal', 'ngebludak', 'daftar', 'online', 'tetep', 'spot', 'dluan', 'dapet']",0.0
"['kantor', 'vaksinasi', 'gratis', 'gak', 'alas', 'tunggu', 'sinovac', 'adaaaa', 'milih']",1.0
"['tinjau', 'laksana', 'vaksinasi', 'covid', 'massal', 'laku', 'sektor', 'jasa', 'uang', 'gelar', 'tennis', 'indoor', 'senayan', 'jakarta']",1.0
"['tts', 'kondisi', 'langka', 'covid', 'akibat', 'trombositopenia', 'lampu', 'merah', 'risiko', 'buru', 'mati', 'hinga', 'hindar', 'vaksinasi', 'khawatir', 'efek', 'samping']",1.0
"['selaras', 'rekomendasi', 'papdi', 'guna', 'vaksin', 'astrazeneca']",1.0
"['who', 'pedoman', 'diagnosis', 'tatalaksana', 'sindrom', 'trombosis', 'trombositopenia', 'pasca', 'vaksinasi', 'covid', 'vaksin', 'vektor', 'adenovirus']",1.0
"['vaksinasi', 'harap', 'kurang', 'derita', 'covid', 'awat', 'rumah', 'sakit', 'kurang', 'risiko', 'infeksi', 'cegah', 'tular', 'covid', 'tatar', 'rumah', 'tangga']",0.0
"['vaksin', 'astrazeneca', 'vaksin', 'covid', 'harap', 'kurang', 'angka', 'mati', 'covid', 'satu', 'metode', 'kurang', 'risiko', 'mati', 'covid', 'vaksinasi']",1.0
"['azd', 'vaksin', 'jenis', 'vektor', 'viral', 'virus', 'efek', 'vaksinasi', 'terima', 'beda', 'jenis', 'sinovac', 'virus', 'aktivitas', 'virus', 'mati']",1.0
"['covid', 'tanjak', 'cepat', 'pelbagai', 'bahan', 'dunia', 'muncul', 'varian', 'tular', 'program', 'vaksinasi', 'upaya', 'jalan', 'cepat']",1.0
"['sumsel', 'brigjen', 'rudi', 'setiawan', 'tinjau', 'laksana', 'vaksinasi', 'massal', 'tempat', 'rumah', 'sakit', 'rivai', 'abdullah', 'sungai', 'kundur', 'mariana', 'mariana', 'banyuasin']",0.0
"['vaksinasi', 'masal', 'batubulan', 'kebal', 'komunal']",1.0
"['vaksinasi', 'covid', 'lingkung', 'bbws', 'rayu', 'opak']",0.0
"['puluh', 'pkl', 'wilayah', 'ppp', 'mayang', 'vaksinasi', 'covid']",1.0
"['jakarta', 'vaksinasi', 'gin']",1.0
"['cepat', 'proses', 'vaksinasi', 'yb']",1.0
"['mlati', 'sendangadi', 'koramil', 'mlati', 'serka', 'nuralim', 'laksana', 'monitoring', 'vaksinasi', 'astrazeneca', 'tahap', 'lansia', 'mlati', 'tempat', 'pendopo', 'kalurahan', 'sendangadi', 'kapanewon', 'mlati']",0.0
"['mulia', 'ayo', 'cepat', 'vaksinasi']",1.0
"['laksana', 'vaksinasi', 'covid', 'massal', 'warga', 'usia', 'lansia', 'guru', 'layan', 'publik', 'pringsewu', 'capai', 'tiga']",1.0
"['vaksinasi', 'lansia', 'bal', 'rampung', 'persen']",1.0
"['bogor', 'vaksinasi', 'interaksi', 'cepat', 'publik', 'stasiun', 'bus', 'labuh', 'prioritas']",1.0
"['vaksinasi', 'interaksi', 'cepat', 'publik', 'stasiun', 'bus', 'labuh', 'prioritas']",1.0
"['vaksinasi', 'massal', 'upaya', 'tangan', 'sebar', 'covid']",1.0
"['susah', 'bikin', 'vaksinasi', 'drive', 'thru', 'motor', 'aman', 'nyediain', 'lapang', 'parkir', 'plis', 'atur', 'kerumun', 'segambreng', 'gambreng', 'emang']",1.0
"['ratus', 'kemudi', 'ojek', 'online', 'kota', 'malang', 'vaksinasi', 'husada', 'bunda']",1.0
"['kopda', 'ngembatpadas', 'wakapolsek', 'iptu', 'sucipto', 'laksana', 'giat', 'aman', 'pantau', 'vaksinasi', 'lansia', 'tempat', 'aula', 'balai', 'jatibatur', 'laksana', 'tugas', 'sehat', 'golong']",0.0
"['milik', 'berani', 'vaksin', 'tenang', 'saraf', 'vaksinasi']",1.0
"['bang', 'rencana', 'ntb', 'vaksinasi', 'masal', 'tunggu', 'gantung', 'vaksin', 'buat', 'lokal', 'covid', 'tunggu']",1.0
"['vaksinasi', 'massal', 'cepat']",1.0
"['warga', 'rorotan', 'jalan', 'vaksinasi', 'dinamis', 'covid']",1.0
"['guna', 'krl', 'kelompok', 'kerja', 'layan', 'publik', 'masyarakat', 'ikut', 'giat', 'vaksinasi']",0.0
"['vaksinasi', 'stasiun', 'lingkung', 'harap', 'masyarakat', 'lindung', 'covid']",1.0
"['tinjau', 'laksana', 'vaksinasi', 'stasiun', 'bogor', 'wib', 'damping', 'menteri', 'sehat', 'budi', 'gunadi', 'sadikin', 'jawa', 'barat', 'wali', 'kota', 'bogor', 'bima', 'arya', 'direktur', 'utama', 'kai', 'didiek', 'hartantyo']",1.0
"['terang', 'lepas', 'tinjau', 'laksana', 'vaksinasi', 'stasiun', 'bogor', 'kota', 'bogor', 'jawa', 'barat']",1.0
"['cepat', 'vaksinasi', 'interaksi', 'vaksinasi', 'interaksi', 'cepat', 'publik', 'sta', 'bus', 'labuh', 'prioritas']",1.0
"['vaksinasi', 'insya', 'allah', 'agustus', 'vaksin', 'dewasa', 'jakarta']",1.0
"['rumah', 'sakit', 'permata', 'jonggol', 'tuan', 'rumah', 'laksana', 'vaksinasi', 'massal']",1.0
"['grab', 'luncur', 'pusat', 'vaksinasi', 'ramah', 'sandang', 'disabilitas', 'yogyakarta', 'via']",1.0
"['vaksinasi', 'massal', 'pasar', 'spare', 'part', 'jambi', 'sasar', 'dagang']",1.0
"['serentak', 'indramayu', 'laku', 'vaksinasi']",1.0
"['olimpiade', 'mending', 'undur', 'dibatalin', 'banget', 'sistem', 'vaksinasi', 'jepang', 'aneh', 'negara', 'maju', 'jepang', 'sampe', 'persentase', 'warga', 'jepang', 'nentang', 'olimpiade', 'sampe', 'nyentuh', 'angka', 'gila']",1.0
"['tenda', 'roboh', 'vaksinasi', 'covid', 'pindah', 'ruang']",0.0
"['mati', 'warga', 'usia', 'australia', 'boleh', 'warga', 'vaksinasi', 'astrazeneca']",1.0
"['warga', 'pancoran', 'jakarta', 'selatan', 'terima', 'vaksinasi', 'covid', 'sentra', 'vaksinasi', 'sentra', 'vaksinasi', 'sma', 'guru', 'cikini', 'gor', 'adegan', 'gedung', 'smesco', 'rumah', 'sakit']",0.0
"['vaksinasi', 'massal', 'cepat']",1.0
"['kapolres', 'tulungagung', 'handono', 'subiakto', 'mh', 'ketua', 'cabang', 'tulungagung', 'tinjau', 'laksana', 'vaksinasi', 'massal', 'anggota', 'pns', 'purna', 'warakawuri', 'tempat', 'tulungagung']",0.0
"['terima', 'kasih', 'informasi', 'sebar', 'medsos', 'rumah', 'sakit', 'selenggara', 'vaksinasi', 'lengkap', 'mahasiswa', 'pra', 'korban', 'phk', 'anggur', 'beri', 'vaksin', 'covid', 'laksana']",1.0
"['check', 'out', 'great', 'kadiskes', 'riau', 'pasti', 'warga', 'inhu', 'rohul', 'tinggal', 'vaksinasi', 'vaksin']",1.0
"['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'tracing', 'testing', 'kuat', 'jenderal', 'sigit', 'tinjau', 'laksana', 'vaksinasi', 'karyawan', 'tekstil', 'jawa']",1.0
"['terima', 'kunjung', 'rangka', 'tinjau', 'laksana', 'vaksin', 'wilayah', 'lanumad', 'yani', 'asistensi', 'kunjung', 'rangka', 'tinjau', 'laksana', 'vaksin', 'wilkum', 'pura', 'barutama', 'giat', 'vaksinasi']",1.0
"['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'tracing', 'testing', 'kuat', 'jenderal', 'sigit', 'tinjau', 'laksana', 'vaksinasi', 'karyawan', 'tekstil', 'jawa']",1.0
"['bpjs', 'sehat', 'tanggung', 'biaya', 'efek', 'samping', 'akibat', 'vaksinasi', 'covid', 'via']",1.0
"['vaksinasi', 'covid', 'timbul', 'varian', 'virus', 'fakta']",0.0
"['jajar', 'lembaga', 'masyarakat', 'kelas', 'iia', 'bulukumba', 'ikut', 'giat', 'vaksinasi', 'covid', 'tahap', 'aula', 'smp', 'negeri', 'bulukumba']",0.0
"['gua', 'tugas', 'vaksinasi', 'kasih', 'info', 'vaksin', 'mampir', 'lapak', 'habis', 'gak', 'info', 'vaksin', 'sehat', 'bareng', 'herd', 'immunity', 'wujud']",1.0
"['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'tracing', 'testing', 'kuat']",1.0
"['mantap', 'ayo', 'vaksinasi']",1.0
"['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'tracing', 'testing', 'kuat', 'jenderal', 'sigit', 'tinjau', 'laksana', 'vaksinasi', 'karyawan', 'tekstil']",1.0
"['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'tracing', 'testing', 'kuat', 'jenderal', 'sigit', 'tinjau', 'laksana', 'vaksinasi', 'karyawan']",1.0
"['takut', 'vaksinasi']",1.0
"['vaksinasi', 'tuju', 'biar', 'tubuh', 'antibodi', 'spesifik', 'sakit', 'vaksin', 'biar', 'lindung', 'tubuh', 'sakit', 'parah', 'mati', 'sakit', 'gak', 'vaksin', 'tubuh', 'paksa', 'bikin', 'antibodi', 'sakit']",0.0
"['jenderal', 'sigit', 'harap', 'masyarakat', 'sentra', 'sentra', 'vaksinasi', 'covid']",1.0
"['vaksinasi', 'hiyaa']",1.0
"['guru', 'smk', 'nurul', 'islam', 'cianjur', 'jalan', 'vaksinasi', 'tahap']",1.0
"['klinik', 'bangun', 'fasilitas', 'lengkap', 'agnez', 'klinik', 'vaksinasi', 'sembuh', 'covid', 'showbiz']",1.0
"['bahbinkamtibmas', 'tahai', 'jaya', 'tumbuh', 'sadar', 'masyarakat', 'ikut', 'giat', 'vaksinasi', 'covid']",1.0
"['denmark', 'senin', 'atur', 'pake', 'cabut', 'ttp', 'musti', 'covid', 'test', 'minggu', 'sekolah', 'suami', 'minggu', 'tmpt', 'kerja', 'gilir', 'vaksinasi', 'skr', 'lahir']",1.0
"['vaksinasi', 'konsentrasi', 'goblog', 'oke', 'lurah', 'kota', 'ga', 'pecah', 'titik']",0.0
"['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'tracing', 'testing', 'kuat']",1.0
"['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'tracing', 'testing', 'kuat', 'tinjau', 'laksana', 'vaksinasi', 'karyawan', 'tekstil', 'jawa']",1.0
"['tenda', 'roboh', 'vaksinasi', 'covid', 'pindah']",0.0
"['deras', 'tenda', 'vaksinasi', 'massal', 'stadion', 'ambruk']",0.0
"['ajak', 'masyarakat', 'datang', 'sentra', 'vaksinasi', 'covid', 'kota']",0.0
"['daftar', 'mbak', 'slot', 'rsud', 'keb', 'daftar', 'vaksinasi', 'ikutin', 'langkah', 'ssnya']",1.0
"['tinjau', 'vaksinasi', 'harap']",1.0
"['capai', 'cakup', 'vaksinasi', 'covid', 'provinsi', 'kalimantan', 'barat', 'bilang', 'rendah', 'cepat', 'capai', 'covid', 'provinsi', 'kalimantan', 'barat', 'gelar', 'vaksinasi', 'massal']",1.0
"['cegah', 'covid', 'vaksinasi', 'bale', 'wonosigro']",1.0
"['supermarket', 'indomaret', 'alfamart', 'putar', 'legenda', 'malaka', 'habis', 'youc', 'botol', 'kaca', 'efek', 'minggu', 'adakan', 'vaksinasi', 'masal', 'temenggung', 'mega', 'mall', 'untung', 'nemu', 'toko', 'klontong']",1.0
"['harap', 'program', 'vaksinasi', 'juta', 'capai']",1.0
"['vaksin', 'nusantara', 'kalah', 'covid', 'varian', 'delta', 'awan', 'gampang']",1.0
"['forkopimda', 'mamuju', 'gelar', 'vaksinasi', 'massal']",1.0
"['gelar', 'vaksinasi', 'titik', 'indonesia']",0.0
"['giat', 'vaksinasi', 'henti', 'lanjut', 'alih', 'area', 'gedung']",0.0
"['jenderal', 'sigit', 'tinjau', 'laksana', 'vaksinasi', 'karyawan', 'tekstil', 'jawa', 'foto']",1.0
"['sigit', 'ar', 'laksana', 'giat', 'monitoring', 'laksana', 'vaksinasi', 'covid', 'warga', 'lansia', 'mendur', 'brati']",1.0
"['cepat', 'vaksinasi', 'nasi', 'kapau', 'vaksinasi', 'jangkau', 'pulau', 'tanjungpinang', 'kota', 'pulau', 'sengat']",1.0
"['beda', 'vaksinasi', 'gotong', 'royong']",0.0
"['vaksinasi', 'layan', 'publik', 'lansia', 'vaksin', 'kota', 'bogor', 'tahap', 'sandang', 'disabilitas', 'guna', 'krl', 'pagi', 'pantau', 'vaksin', 'stasiun', 'bogor', 'nuhun']",1.0
"['capai', 'program', 'vaksinasi', 'tahap', 'persen', 'dosis', 'persen', 'dosis', 'lengkap', 'target', 'terima']",1.0
"['bojongkulur', 'zona', 'merah', 'covid', 'vaksinasi', 'giat', 'warga', 'bojongkulur', 'langkah', 'kendali', 'kurang', 'pandemi']",1.0
"['catat', 'vaksinasi', 'laksana', 'bojongkulur', 'dinas', 'sehat', 'bogor', 'ciangsana', 'bojongkulur', 'warga', 'bojongkulur']",1.0
"['vaksinasi', 'bojongkulur', 'tiga', 'wilujeng', 'wengi', 'wargi', 'bojongkulur']",1.0
"['bom', 'program', 'vaksinasi', 'keluarga', 'pegawai', 'itb', 'bru', 'daftar', 'online', 'kmaren', 'gatau', 'udh', 'pisah', 'kk', 'keitung', 'ngga']",1.0
"['kerja', 'sektor', 'angkut', 'udara', 'darat', 'laut', 'terima', 'vaksin', 'tuju', 'bahawa', 'lapang', 'terbang', 'labuh', 'depoh', 'prasarana', 'pusat', 'vaksinasi', 'industri']",1.0
"['konyol', 'emang', 'vaksinasi', 'udh', 'bilang', 'bikin', 'kontinue', 'hari', 'abrek']",0.0
"['vaksinasi', 'covid', 'gelombang', 'tahap', 'rumah', 'singgah', 'covid', 'bengkayang', 'wib', 'selesai']",1.0
"['guru', 'prioritas', 'vaksinasi']",1.0
"['khofifah', 'vaksinasi', 'prokes', 'cegah', 'covid']",1.0
"['ayo', 'vaksinasi', 'takut']",1.0
"['vaksinasi', 'tekan', 'sebar', 'virus', 'corona']",1.0
"['tenda', 'vaksinasi', 'stadion', 'roboh', 'akibat', 'serta', 'vaksinasi', 'lanjut', 'ruang', 'alat', 'vaksinasi', 'aman']",0.0
"['jadwal', 'vaksinasi', 'ken', 'ngeluh', 'netijen', 'ngomong', 'resiko', 'suruh', 'nakes', 'bhaiiiiiqqqqq']",0.0
"['apa', 'vaksin', 'takut', 'vaksinasi', 'kurang', 'resiko', 'subjek', 'rentan', 'tular']",0.0
"['senin', 'besok', 'jam', 'vaksinasi', 'massal', 'stadion', 'joyokusumo', 'syarat', 'bawa', 'ktp', 'pakai', 'sesuai', 'prokes', 'gratis', 'biaya', 'barusan', 'dapet', 'info', 'tugas', 'pati', 'moga', 'bantu']",1.0
"['ojk', 'tri', 'sehat', 'gelar', 'program', 'vaksinasi', 'massal']",1.0
"['forkopimcam', 'pasekan', 'gencar', 'vaksinasi', 'masal']",1.0
"['this', 'one', 'too', 'bahan', 'tahu', 'mutasi', 'jenis', 'virus', 'corona', 'biar', 'suka', 'sebar', 'berita', 'propaganda', 'tolak', 'vaksinasi', 'pakai', 'tahu', 'khusus', 'corona', 'virus', 'pandemi', 'covid', 'ngga', 'ngomong']",0.0
"['vaksinasi', 'massal', 'ribu', 'laku', 'sektor', 'jasa', 'uang']",1.0
"['data', 'vaksinasi', 'covid', 'lengkap']",0.0
"['minn', 'daftar', 'vaksinasi', 'jadwal', 'daftar', 'milih', 'tanggal', 'submit', 'thx', 'advance']",0.0
"['dinkes', 'dki', 'jakarta', 'sebut', 'patuh', 'warga', 'pakai', 'turun', 'persen', 'warga', 'jakarta', 'imbau', 'lengah', 'covid']",1.0
"['tinjau', 'vaksinasi', 'karyawan', 'tekstil', 'tracing', 'testing', 'kuat', 'tinjau', 'laksana', 'vaksinasi', 'karyawan', 'tekstil', 'jawa']",1.0
"['mending', 'nunda', 'nunda', 'vaksinasi']",1.0
"['vaksinasi', 'massal', 'sambut', 'antusias', 'masyarakat']",1.0
"['rumah', 'sakit', 'lapang', 'rumkitlap', 'ancol', 'mal', 'artha', 'gading']",1.0
"['tanggal', 'palipi', 'brigadir', 'herman', 'siahaan', 'laksana', 'giat', 'vaksinasi', 'covid', 'sitio', 'tio', 'janji', 'maria', 'sitio', 'tio', 'samosir']",0.0
"['dukung', 'vaksinasi', 'agnez', 'bangun', 'klinik', 'gratis', 'vaksin', 'covid']",1.0
"['cek', 'laksana', 'lansia']",0.0
"['cepat', 'interaksi', 'mobilitas', 'stasiun', 'bus', 'airport', 'labuh', 'situ', 'segera', 'sebar']",1.0
"['kadrun', 'tolak', 'vaksin', 'panglima', 'bondong', 'bondong', 'vaksinasi']",0.0
"['gebyar', 'vaksinasi', 'lansia', 'sirnarasa', 'infodesaku']",1.0
"['vaksinasi', 'turun', 'hari', 'dosis', 'total', 'sunti']",1.0
"['gebyar', 'vaksinasi', 'dukung', 'pencanganan', 'juta', 'hari', 'masyarakat', 'ikut']",1.0
"['day', 'struggle', 'covid', 'diy', 'tembus', 'tinggi', 'pekan', 'sempat', 'vaksinasi', 'guna', 'jaga']",1.0
"['alam', 'vaksinasi', 'dekat', 'cemput', 'gampang', 'tinggal', 'bawa', 'ktp', 'ambil', 'nomor', 'antri', 'screaning', 'vaksin', 'better', 'pagi', 'nomor', 'jam', 'vaksin', 'az', 'ga', 'efek', 'samping', 'apa', 'vaksin']",1.0
"['tmmd', 'kodim', 'ternate', 'pantau', 'laksana', 'vaksinasi', 'masyarakat', 'moti']",1.0
"['koramil', 'ajibarang', 'jemput', 'lansia', 'optimal', 'vaksinasi', 'covid']",1.0
"['minbeks', 'info', 'buka', 'vaksinasi', 'daerah', 'bekas']",0.0
"['korban', 'jiwa', 'insiden', 'roboh', 'tenda', 'vaksinasi', 'massal', 'stadiun']",0.0
"['wako', 'padang', 'tinjau', 'vaksinasi', 'covid', 'perumda', 'air', 'minum', 'padang']",0.0
"['dorong', 'cepat', 'vaksinasi', 'daerah']",1.0
"['depresi', 'ngelihat', 'komentar', 'indonesia', 'covid', 'vaksinasi', 'emang', 'baca', 'kasih', 'media', 'sosial', 'omong', 'mending', 'diem', 'kasi', 'nakes', 'ga', 'hidup', 'normal']",1.0
"['gedebage', 'polrestabes', 'giat', 'aman', 'serbu', 'vaksinasi', 'massal', 'rancanumpang', 'stadion', 'terap', 'protokol', 'sehat', 'acara', 'hadir', 'kepala', 'bnpb', 'menteri', 'sehat']",1.0
"['artis', 'hijrah', 'baik', 'orang', 'kaya', 'negeri', 'bikin', 'sentral', 'vaksinasi', 'versi', 'mini', 'vaksinasi', 'warga', 'lingkung', 'mesti', 'butuh', 'biaya', 'koordinasi']",1.0
"['tinjau', 'vaksinasi', 'karyawan', 'textile', 'tracing', 'testing', 'ketat']",1.0
"['warga', 'masyarakat', 'jayanti', 'palabuhanratu', 'sukabumj', 'terima', 'bansos', 'blt', 'dd', 'vaksinasi', 'covid']",1.0
"['harap', 'program', 'vaksinasi', 'nasional', 'juta', 'selenggara']",1.0
"['tau', 'vaksinasi', 'massal']",0.0
"['respon', 'vaksinasi', 'covid', 'massal', 'boyolali', 'randusari', 'teras', 'boyolali']",1.0
"['jakarta', 'selatan', 'vaksinasi', 'covid', 'warga']",1.0
"['lanjut', 'butuh', 'cepat', 'vaksinasi', 'rangka', 'capai', 'kebal', 'komunal', '', 'herd', 'immunity', '', 'harap', 'sebar', 'covid', 'hambat']",1.0
"['anggur', 'solusi', 'nganggur', 'ternak', 'sapi', 'kambing', 'unggas', 'undang', 'vaksinasi']",0.0
"['bincang', 'konferensi', 'video', 'wakil', 'rumah', 'sakit', 'ada', 'vaksinasi', 'permata', 'jonggol', 'emc', 'sentul', 'bina', 'husada', 'cimandala', 'citeureup', 'karadenan']",1.0
"['jenderal', 'sigit', 'tinjau', 'laksana', 'vaksinasi', 'karyawan', 'tekstil', 'jawa']",1.0
"['tinjau', 'vaksinasi', 'masyarakat', 'stadion', 'bogor', 'tinjau', 'vaksinasi', 'masyarakat', 'stadion', 'cibinong', 'bogor', 'jawa', 'barat']",1.0
"['dukung', 'rapp', 'usaha', 'kuansing', 'vaksinasi', 'covid']",1.0
"['datang', 'juta', 'dosis', 'vaksin', 'sinopharm', 'program', 'vaksinasi', 'gotong', 'royong']",0.0
"['ws', 'mahasiswi', 'pulau', 'stay', 'semarang', 'nanya', 'vaksinasi', 'duduk', 'semarang']",0.0
"['lawan', 'virus', 'covid', 'vaksinasi', 'protokol', 'sehat', 'aktivitas', 'rumah', 'sob']",1.0
"['panik', 'gak', 'engga', 'kerabat', 'salah', 'alami', 'jadi', 'ikut', 'pasca', 'imunisasi', 'kipi', 'vaksinasi', 'utama', 'tenang', 'panik', 'sobatkom']",0.0
"['sensasi', 'buru', 'buru', 'hoki', 'hoki', 'daftar', 'vaksinasi', 'warga', 'dki', 'jakarta', 'serasa', 'heboh', 'heboh', 'ngisi', 'krs']",1.0
"['akang', 'ad', 'vaksinasi', 'covid', 'klinik', 'capa', 'ad', 'hegarmanah', 'ad', 'syarat']",1.0
"['rapat', 'koordinasi', 'rangka', 'cepat', 'program', 'vaksinasi', 'covid', 'banjar', 'pimpin', 'wakapolres', 'banjar', 'tempat', 'aula', 'tribrata', 'banjar']",1.0
"['vaksinasi', 'bawah', 'taun', 'ga', 'mandiri']",0.0
"['muspika', 'malang', 'laksana', 'kece', 'giat', 'vaksinasi', 'gel', 'tahap', 'tugas', 'layan', 'publik', 'tempat', 'kantor', 'balai', 'tlogowatu', 'malang', 'klaten']",0.0
"['vaksinasi', 'only', 'way', 'back', 'normal', 'nak', 'vaksin', 'slot', 'takde']",1.0
"['tugas', 'patroli', 'sambung', 'pemdes', 'bojong', 'kawunganten', 'giat', 'vaksinasi', 'woro', 'woro', 'himbauan', 'kamtibmas', 'masy', 'patuh', 'terap', 'prokes', 'srt', 'cegah', 'rawan', 'siang']",0.0
"['rais', 'syuriyah', 'pcnu', 'cianjur', 'vaksinasi', 'ikhtiar', 'kolektif', 'atas', 'pandemi', 'covid']",0.0
"['nanya', 'putar', 'vaksinasi', 'ga', 'serius', 'plis']",0.0
"['vaksinasi', 'covid', 'lansia', 'bal', 'capai', 'persen']",1.0
"['dki', 'jakarta', 'zona', 'merah', 'dokter', 'senior', 'rutan', 'sosialisasi', 'vaksin', 'warga', 'bina', 'kepala', 'subsie', 'administrasi', 'awat', 'gaffar', 'waliyondi', 'dokter', 'senior', 'yusman', 'ada', 'sosialisasi', 'kait', 'laksana', 'vaksinasi', 'cegah', 'covid']",1.0
"['minat', 'dok', 'smp', 'buru', 'vaksin', 'cari', 'info', 'vaksinasi', 'daftar']",1.0
"['cek', 'vaksinasi', 'kunjung', 'daerah', 'rawan', 'covid']",0.0
"['ga', 'gtu', 'sistem', 'vaksinasi', 'ga', 'bikin', 'kerumun']",0.0
"['vaksinasi', 'lansia']",1.0
"['tinjau', 'vaksinasi', 'harap', 'program', 'vaksinasi', 'juta', 'capai']",1.0
"['lansia', 'wonoroto', 'laku', 'vaksinasi', 'cegah', 'covid']",1.0
"['kanit', 'intel', 'widasari', 'koramil', 'bangodua', 'laku', 'monitoring', 'giat', 'vaksinasi', 'covid', 'tahap', 'pra', 'lansia', 'lansia', 'didik', 'tenaga', 'didik', 'wilayah', 'widasari']",1.0
"['bocah', 'tinggal', 'gigit', 'anjing', 'gencar', 'vaksinasi', 'rabies']",0.0
"['tinjau', 'vaksinasi', 'massal', 'masyarakat', 'sandang', 'disabilitas', 'stadion', 'id']",1.0
"['vaksinasi', 'covid', 'denpasar', 'capai', 'persen']",1.0
"['gibran', 'optimis', 'herd', 'immunity', 'capai', 'solo', 'data', 'rilis', 'program', 'vaksinasi', 'solo', 'capai', 'persen', 'target', 'provinsi', 'jawa']",1.0
"['tinjau', 'vaksinasi', 'harap', 'program', 'vaksinasi', 'juta', 'capai']",1.0
"['toko', 'swalayan', 'gardena', 'urip', 'sumoharjo', 'yogyakarta', 'personil', 'sabhara', 'gondokusuman', 'pimpin', 'panit', 'sabhara', 'ipda', 'wagimin', 'laksana', 'sambang', 'pantau', 'giat', 'vaksinasi', 'karyawan', 'toko', 'swalayan', 'gardena', 'urip', 'sumoharjo']",1.0
"['tinjau', 'vaksinasi', 'sukun', 'vaksinasi', 'salah', 'tekan', 'tular', 'corona', 'lengkap', 'klik', 'taut']",0.0
"['cepat', 'vaksinasi', 'guru', 'warga', 'sekolah', 'sekolah', 'buka', 'pdpr']",1.0
"['cepat', 'vaksinasi', 'covid']",1.0
"['jaga', 'sehat', 'seru', 'serda', 'suroto', 'damping', 'laksana', 'vaksinasi']",1.0
